Open Mic,Day,Start Time,Latest End Time,Venue Name,Borough,Neighborhood,Location,Venue type,Cost,Stage time,Sign-Up Instructions,Host(s) / Organizer,Changes/updates,Last verified,This Month's Changes ,Other Rules,Help other comics! Leave reviews,unique identifier,Geocodio Latitude,Geocodio Longitude,Geocodio Accuracy Score,Geocodio Accuracy Type,Geocodio Address Line 1,Geocodio Address Line 2,Geocodio Address Line 3,Geocodio House Number,Geocodio Street,Geocodio Unit Type,Geocodio Unit Number,Geocodio City,Geocodio State,Geocodio County,Geocodio Postal Code,Geocodio Country,Geocodio Source
Comedy Shop,Sunday,4:00 PM,5:30 PM,Comedy Shop,Manhattan ,Greenwich Village,"167 Bleecker St Rear, New York, NY 10012",Comedy Club,$7.62 but you get a free drink or fries,5,https://comedyshopnyc.com/events/ ,Comedy Shop,@thecomedyshopvillage,Verified tediously 5/13 Malev,,show up first go up first depending on the host,,Sunday-4:00 PM-@thecomedyshopvillage,40.728791,-74.000177,1,rooftop,167 Bleecker St,,"New York, NY 10012",167,Bleecker St,,,New York,NY,New York County,10012,US,City of New York
Comedy Shop,Monday,4:00 PM,6:00 PM,Comedy Shop,Manhattan ,Greenwich Village,"167 Bleecker St Rear, New York, NY 10012",Comedy Club,$7.62 but you get a free drink or fries,,https://reservations.waivermaster.com/book/?qs=a44dcec9-0cb5-4773-bf53-c734db1dc10a%7C22b1df29-287a-465b-95ad-a94a46f45e20%7C1961fdf3-d94c-47db-afa2-59a679580d45&oqs=evd%3D2024-07-12%26evt%3D18%3A00&_gl=1*g0fy8f*_gcl_au*MTA3MzMwNzM5LjE3MTk0NTkzNzY.*_ga*MTA1MjU3NTYxOC4xNzE5NDU5Mzc2*_ga_RVSSW2PKR7*MTcyMDgxODE5Mi4yLjAuMTcyMDgxODE5Ni4wLjAuMA..,A comedy shop comic,@thecomedyshopvillage,Verified tediously 5/13 Malev,,,,Monday-4:00 PM-@thecomedyshopvillage,40.728791,-74.000177,1,rooftop,167 Bleecker St,,"New York, NY 10012",167,Bleecker St,,,New York,NY,New York County,10012,US,City of New York
Comedy Shop,Monday,6:00 PM,7:30 PM,Comedy Shop,Manhattan ,Greenwich Village,"167 Bleecker St Rear, New York, NY 10012",Comedy Club,$5 cash,6,https://reservations.waivermaster.com/book/?qs=a44dcec9-0cb5-4773-bf53-c734db1dc10a%7C22b1df29-287a-465b-95ad-a94a46f45e20%7C1961fdf3-d94c-47db-afa2-59a679580d45&oqs=evd%3D2024-07-12%26evt%3D18%3A00&_gl=1*g0fy8f*_gcl_au*MTA3MzMwNzM5LjE3MTk0NTkzNzY.*_ga*MTA1MjU3NTYxOC4xNzE5NDU5Mzc2*_ga_RVSSW2PKR7*MTcyMDgxODE5Mi4yLjAuMTcyMDgxODE5Ni4wLjAuMA..,A comedy shop comic,@thecomedyshopvillage,Verified tediously 5/13 Malev,,,,Monday-6:00 PM-@thecomedyshopvillage,40.728791,-74.000177,1,rooftop,167 Bleecker St,,"New York, NY 10012",167,Bleecker St,,,New York,NY,New York County,10012,US,City of New York
Comedy Shop,Tuesday,4:00 PM,5:30 PM,Comedy Shop,Manhattan ,Greenwich Village,"167 Bleecker St Rear, New York, NY 10012",Comedy Club,5 min,,https://reservations.waivermaster.com/book/?qs=a44dcec9-0cb5-4773-bf53-c734db1dc10a%7C22b1df29-287a-465b-95ad-a94a46f45e20%7C1961fdf3-d94c-47db-afa2-59a679580d45&oqs=evd%3D2024-07-12%26evt%3D18%3A00&_gl=1*g0fy8f*_gcl_au*MTA3MzMwNzM5LjE3MTk0NTkzNzY.*_ga*MTA1MjU3NTYxOC4xNzE5NDU5Mzc2*_ga_RVSSW2PKR7*MTcyMDgxODE5Mi4yLjAuMTcyMDgxODE5Ni4wLjAuMA..,A comedy shop comic,@thecomedyshopvillage,Verified tediously 5/8 Malev,,,,Tuesday-4:00 PM-@thecomedyshopvillage,40.728791,-74.000177,1,rooftop,167 Bleecker St,,"New York, NY 10012",167,Bleecker St,,,New York,NY,New York County,10012,US,City of New York
Comedy Shop,Tuesday,6:00 PM,7:30 PM,Comedy Shop,Manhattan ,Greenwich Village,"167 Bleecker St Rear, New York, NY 10012",Comedy Club,$7.62 but you get a free drink or fries,5,https://reservations.waivermaster.com/book/?qs=a44dcec9-0cb5-4773-bf53-c734db1dc10a%7C22b1df29-287a-465b-95ad-a94a46f45e20%7C1961fdf3-d94c-47db-afa2-59a679580d45&oqs=evd%3D2024-07-12%26evt%3D18%3A00&_gl=1*g0fy8f*_gcl_au*MTA3MzMwNzM5LjE3MTk0NTkzNzY.*_ga*MTA1MjU3NTYxOC4xNzE5NDU5Mzc2*_ga_RVSSW2PKR7*MTcyMDgxODE5Mi4yLjAuMTcyMDgxODE5Ni4wLjAuMA..,A comedy shop comic,@thecomedyshopvillage,Verified tediously 5/8 Malev,,,,Tuesday-6:00 PM-@thecomedyshopvillage,40.728791,-74.000177,1,rooftop,167 Bleecker St,,"New York, NY 10012",167,Bleecker St,,,New York,NY,New York County,10012,US,City of New York
Comedy Shop,Wednesday,4:00 PM,5:30 PM,Comedy Shop,Manhattan ,Greenwich Village,"167 Bleecker St Rear, New York, NY 10012",Comedy Club,$7.62 but you get a free drink or fries,5,https://reservations.waivermaster.com/book/?qs=a44dcec9-0cb5-4773-bf53-c734db1dc10a%7C22b1df29-287a-465b-95ad-a94a46f45e20%7C1961fdf3-d94c-47db-afa2-59a679580d45&oqs=evd%3D2024-07-12%26evt%3D18%3A00&_gl=1*g0fy8f*_gcl_au*MTA3MzMwNzM5LjE3MTk0NTkzNzY.*_ga*MTA1MjU3NTYxOC4xNzE5NDU5Mzc2*_ga_RVSSW2PKR7*MTcyMDgxODE5Mi4yLjAuMTcyMDgxODE5Ni4wLjAuMA..,Comedy Shop,@thecomedyshopvillage,Verified tediously 5/8 Malev,,,,Wednesday-4:00 PM-@thecomedyshopvillage,40.728791,-74.000177,1,rooftop,167 Bleecker St,,"New York, NY 10012",167,Bleecker St,,,New York,NY,New York County,10012,US,City of New York
Comedy Shop,Wednesday,6:00 PM,7:30 PM,Comedy Shop,Manhattan ,Greenwich Village,"167 Bleecker St Rear, New York, NY 10012",Comedy Club,$7.62 but you get a free drink or fries,5,https://reservations.waivermaster.com/book/?qs=a44dcec9-0cb5-4773-bf53-c734db1dc10a%7C22b1df29-287a-465b-95ad-a94a46f45e20%7C1961fdf3-d94c-47db-afa2-59a679580d45&oqs=evd%3D2024-07-12%26evt%3D18%3A00&_gl=1*g0fy8f*_gcl_au*MTA3MzMwNzM5LjE3MTk0NTkzNzY.*_ga*MTA1MjU3NTYxOC4xNzE5NDU5Mzc2*_ga_RVSSW2PKR7*MTcyMDgxODE5Mi4yLjAuMTcyMDgxODE5Ni4wLjAuMA..,Alexis Ramirez @asapangry_,@thecomedyshopvillage,Verified tediously 5/8 Malev,,,,Wednesday-6:00 PM-@thecomedyshopvillage,40.728791,-74.000177,1,rooftop,167 Bleecker St,,"New York, NY 10012",167,Bleecker St,,,New York,NY,New York County,10012,US,City of New York
Comedy Shop,Thursday,4:00 PM,5:30 PM,Comedy Shop,Manhattan ,Greenwich Village,"167 Bleecker St Rear, New York, NY 10012",Comedy Club,$7.62 but you get a free drink or fries,5,https://reservations.waivermaster.com/book/?qs=a44dcec9-0cb5-4773-bf53-c734db1dc10a%7C22b1df29-287a-465b-95ad-a94a46f45e20%7C1961fdf3-d94c-47db-afa2-59a679580d45&oqs=evd%3D2024-07-12%26evt%3D18%3A00&_gl=1*g0fy8f*_gcl_au*MTA3MzMwNzM5LjE3MTk0NTkzNzY.*_ga*MTA1MjU3NTYxOC4xNzE5NDU5Mzc2*_ga_RVSSW2PKR7*MTcyMDgxODE5Mi4yLjAuMTcyMDgxODE5Ni4wLjAuMA..,A comedy shop comic,@thecomedyshopvillage,Verified tediously 5/8 Malev,,show up first go up first depending on the host,,Thursday-4:00 PM-@thecomedyshopvillage,40.728791,-74.000177,1,rooftop,167 Bleecker St,,"New York, NY 10012",167,Bleecker St,,,New York,NY,New York County,10012,US,City of New York
Comedy Shop,Thursday,6:00 PM,7:30 PM,Comedy Shop,Manhattan ,Greenwich Village,"167 Bleecker St Rear, New York, NY 10012",Comedy Club,$7.62 but you get a free drink or fries,5,https://reservations.waivermaster.com/book/?qs=a44dcec9-0cb5-4773-bf53-c734db1dc10a%7C22b1df29-287a-465b-95ad-a94a46f45e20%7C1961fdf3-d94c-47db-afa2-59a679580d45&oqs=evd%3D2024-07-12%26evt%3D18%3A00&_gl=1*g0fy8f*_gcl_au*MTA3MzMwNzM5LjE3MTk0NTkzNzY.*_ga*MTA1MjU3NTYxOC4xNzE5NDU5Mzc2*_ga_RVSSW2PKR7*MTcyMDgxODE5Mi4yLjAuMTcyMDgxODE5Ni4wLjAuMA..,A comedy shop comic,@thecomedyshopvillage,Verified tediously 5/8 Malev,,,,Thursday-6:00 PM-@thecomedyshopvillage,40.728791,-74.000177,1,rooftop,167 Bleecker St,,"New York, NY 10012",167,Bleecker St,,,New York,NY,New York County,10012,US,City of New York
Comedy Shop Mic,Friday,4:00 PM,5:30 PM,Comedy Shop,Manhattan ,Greenwich Village,"167 Bleecker St Rear, New York, NY 10012",Comedy Club,$7.62 but you get a free drink or fries,,https://reservations.waivermaster.com/book/?qs=a44dcec9-0cb5-4773-bf53-c734db1dc10a%7C22b1df29-287a-465b-95ad-a94a46f45e20%7C1961fdf3-d94c-47db-afa2-59a679580d45&oqs=evd%3D2024-07-12%26evt%3D18%3A00&_gl=1*g0fy8f*_gcl_au*MTA3MzMwNzM5LjE3MTk0NTkzNzY.*_ga*MTA1MjU3NTYxOC4xNzE5NDU5Mzc2*_ga_RVSSW2PKR7*MTcyMDgxODE5Mi4yLjAuMTcyMDgxODE5Ni4wLjAuMA..,A comedy shop comic,@thecomedyshopvillage,Verified tediously 5/8 Malev,,,,Friday-4:00 PM-@thecomedyshopvillage,40.728791,-74.000177,1,rooftop,167 Bleecker St,,"New York, NY 10012",167,Bleecker St,,,New York,NY,New York County,10012,US,City of New York
Comedy Shop,Friday,6:00 PM,7:30 PM,Comedy Shop,Manhattan ,Greenwich Village,"167 Bleecker St Rear, New York, NY 10012",Comedy Club,$7.62 but you get a free drink or fries,5,https://reservations.waivermaster.com/book/?qs=a44dcec9-0cb5-4773-bf53-c734db1dc10a%7C22b1df29-287a-465b-95ad-a94a46f45e20%7C1961fdf3-d94c-47db-afa2-59a679580d45&oqs=evd%3D2024-07-12%26evt%3D18%3A00&_gl=1*g0fy8f*_gcl_au*MTA3MzMwNzM5LjE3MTk0NTkzNzY.*_ga*MTA1MjU3NTYxOC4xNzE5NDU5Mzc2*_ga_RVSSW2PKR7*MTcyMDgxODE5Mi4yLjAuMTcyMDgxODE5Ni4wLjAuMA..,Alexis Ramirez,@asapangry_,Verified 5/13 Malev,,on insta,,Friday-6:00 PM-@asapangry_,40.728791,-74.000177,1,rooftop,167 Bleecker St,,"New York, NY 10012",167,Bleecker St,,,New York,NY,New York County,10012,US,City of New York
Comedy Shop,Saturday,4:00 PM,5:30 PM,Comedy Shop,Manhattan ,Greenwich Village,"167 Bleecker St Rear, New York, NY 10012",Comedy Club,$7.62 but you get a free drink or fries,,https://reservations.waivermaster.com/book/?qs=a44dcec9-0cb5-4773-bf53-c734db1dc10a%7C22b1df29-287a-465b-95ad-a94a46f45e20%7C1961fdf3-d94c-47db-afa2-59a679580d45&oqs=evd%3D2024-07-12%26evt%3D18%3A00&_gl=1*g0fy8f*_gcl_au*MTA3MzMwNzM5LjE3MTk0NTkzNzY.*_ga*MTA1MjU3NTYxOC4xNzE5NDU5Mzc2*_ga_RVSSW2PKR7*MTcyMDgxODE5Mi4yLjAuMTcyMDgxODE5Ni4wLjAuMA..,A comedy shop comic,@thecomedyshopvillage,Verified tediously 5/8 Malev,,,,Saturday-4:00 PM-@thecomedyshopvillage,40.728791,-74.000177,1,rooftop,167 Bleecker St,,"New York, NY 10012",167,Bleecker St,,,New York,NY,New York County,10012,US,City of New York
Greenwich Village Comedy Club,Sunday,3:00 PM,4:45 PM,Greenwich Village Comedy Club,Manhattan ,Greenwich Village,"99 Macdougal St, New York, NY 10012",Comedy Club,$5 cash,5,Email DrewAndPetermic@gmail.com ,Drew Tessier,@comedybydrew,Verified tediously 5/13 Malev,,show up first go up first depending on the host,,Sunday-3:00 PM-@comedybydrew,40.729604,-74.000966,1,rooftop,99 Mac Dougal St,,"New York, NY 10012",99,Mac Dougal St,,,New York,NY,New York County,10012,US,City of New York
Greenwich Village Comedy Club,Monday,3:00 PM,4:45 PM,Greenwich Village Comedy Club,Manhattan ,Greenwich Village,"99 Macdougal St, New York, NY 10012",Comedy Club,$5 cash,5,DrewTessier.com,Robert Johnson,@comedybydrew,Verified 5/13 Malev,,,,Monday-3:00 PM-@comedybydrew,40.729604,-74.000966,1,rooftop,99 Mac Dougal St,,"New York, NY 10012",99,Mac Dougal St,,,New York,NY,New York County,10012,US,City of New York
Steve arons tuesday mic,Tuesday,5:15 PM,6:30 PM,Greenwich Village Comedy Club,Manhattan ,Greenwich Village,"99 Macdougal St, New York, NY 10012",Comedy Club,$5 cash,5,Show up go up (sugu),Steve Arons,Steve Arons Facebook,Verified 5/8 Malev,,,,Tuesday-5:15 PM-Steve Arons Facebook,40.729604,-74.000966,1,rooftop,99 Mac Dougal St,,"New York, NY 10012",99,Mac Dougal St,,,New York,NY,New York County,10012,US,City of New York
Greenwich Village CC,Wednesday,1:00 PM,3:00 PM,Greenwich Village Comedy Club,Manhattan ,Greenwich Village,"99 Macdougal St, New York, NY 10012",Comedy Club,$5 cash,5,Email DrewAndPetermic@gmail.com,Drew Tessier,@comedybydrew,Verified 5/8 Malev,,,,Wednesday-1:00 PM-@comedybydrew,40.729604,-74.000966,1,rooftop,99 Mac Dougal St,,"New York, NY 10012",99,Mac Dougal St,,,New York,NY,New York County,10012,US,City of New York
Greenwich Village CC,Wednesday,3:00 PM,4:45 PM,Greenwich Village Comedy Club,Manhattan ,Greenwich Village,"99 Macdougal St, New York, NY 10012",Comedy Club,$5 cash,5,Email DrewAndPetermic@gmail.com,Drew Tessier,@comedybydrew,Verified 5/8 Malev,,,,Wednesday-3:00 PM-@comedybydrew,40.729604,-74.000966,1,rooftop,99 Mac Dougal St,,"New York, NY 10012",99,Mac Dougal St,,,New York,NY,New York County,10012,US,City of New York
Greenwich Village Comedy Club,Wednesday,5:00 PM,6:45 PM,Greenwich Village Comedy Club,Manhattan ,Greenwich Village,"99 Macdougal St, New York, NY 10012",Comedy Club,$5 cash,5,DrewTessier.com,Drew Tessier,@comedybydrew,Verified 5/8 Malev,,,,Wednesday-5:00 PM-@comedybydrew,40.729604,-74.000966,1,rooftop,99 Mac Dougal St,,"New York, NY 10012",99,Mac Dougal St,,,New York,NY,New York County,10012,US,City of New York
Greenwich Village CC,Friday,1:00 PM,3:00 PM,Greenwich Village Comedy Club,Manhattan ,Greenwich Village,"99 Macdougal St, New York, NY 10012",Comedy Club,$5 cash,5,Email DrewAndPetermic@gmail.com,Drew Tessier,@comedybydrew,Verified 5/13 Malev,,,,Friday-1:00 PM-@comedybydrew,40.729604,-74.000966,1,rooftop,99 Mac Dougal St,,"New York, NY 10012",99,Mac Dougal St,,,New York,NY,New York County,10012,US,City of New York
Greenwich Village CC,Friday,3:00 PM,4:30 PM,Greenwich Village Comedy Club,Manhattan ,Greenwich Village,"99 Macdougal St, New York, NY 10012",Comedy Club,$5,5,Email DrewAndPetermic@gmail.com,Drew Tessier,@comedybydrew,Verified 5/13 Malev,,,,Friday-3:00 PM-@comedybydrew,40.729604,-74.000966,1,rooftop,99 Mac Dougal St,,"New York, NY 10012",99,Mac Dougal St,,,New York,NY,New York County,10012,US,City of New York
All American,Sunday,3:00 PM,4:00 PM,Pinebox,Brooklyn,East Williamsburg,"12 Grattan St, Brooklyn, NY 11206",Bar,Drink,5,sign up in person list / @allamericancomedy ,NatalieLin,@allamericancomedy,Verified 5/13 Malev,,,,Sunday-3:00 PM-@allamericancomedy,40.7054,-73.932706,1,rooftop,12 Grattan St,,"Brooklyn, NY 11206",12,Grattan St,,,Brooklyn,NY,Kings County,11206,US,City of New York
Laughing Buddha St. Marks,Sunday,3:30 PM,5:30 PM,St. Mark's Comedy Club,Manhattan ,East Village,"12 St Marks Pl, New York, NY 10003",Comedy Club,$6+ booking fee,5,https://www.laughingbuddhacomedy.com/mics,Danny Metz,@dannnymetz0,Verified tediously 5/13 Malev,,,,Sunday-3:30 PM-@dannnymetz0,40.729131,-73.989225,1,rooftop,12 St Marks Pl,,"New York, NY 10003",12,St Marks Pl,,,New York,NY,New York County,10003,US,City of New York
Get it goin ,Wednesday,5:00 PM,6:30 PM,St. Mark's Comedy Club,Manhattan ,East Village,"12 St Marks Pl, New York, NY 10003",Comedy Club,$5 cash,5,in person,Josue Reveles,@Josue.Reveles_,Verified 5/8 Malev,,,,Wednesday-5:00 PM-@Josue.Reveles_,40.729131,-73.989225,1,rooftop,12 St Marks Pl,,"New York, NY 10003",12,St Marks Pl,,,New York,NY,New York County,10003,US,City of New York
Laughing Buddha St. Marks,Thursday,4:30 PM,6:30 PM,St. Mark's Comedy Club,Manhattan ,East Village,"12 St Marks Pl, New York, NY 10003",Comedy Club,$6+ booking fee,,https://www.laughingbuddhacomedy.com/mics,Josue Reveles,@Josue.Reveles_,Verified 5/8 Malev,,,,Thursday-4:30 PM-@Josue.Reveles_,40.729131,-73.989225,1,rooftop,12 St Marks Pl,,"New York, NY 10003",12,St Marks Pl,,,New York,NY,New York County,10003,US,City of New York
St. Mark's Comedy Club,Friday,4:30 PM,6:00 PM,St. Mark's Comedy Club,Manhattan ,East Village,"12 St Marks Pl, New York, NY 10003",Comedy Club,$6+ booking fee,,https://www.laughingbuddhacomedy.com/mics,Laughing Buddha Staff,@laughingbuddhacomedy,Verified 5/13 Malev,,,,Friday-4:30 PM-@laughingbuddhacomedy,40.729131,-73.989225,1,rooftop,12 St Marks Pl,,"New York, NY 10003",12,St Marks Pl,,,New York,NY,New York County,10003,US,City of New York
Buddha Marks mic,Saturday,4:00 PM,5:30 PM,St. Mark's Comedy Club,Manhattan ,East Village,"12 St Marks Pl, New York, NY 10003",Comedy Club,$5 cash,5,https://www.laughingbuddhacomedy.com/mics,Laughing Buddha Staff,@laughingbuddhacomedy,Verified 5/8 Malev,,,,Saturday-4:00 PM-@laughingbuddhacomedy,40.729131,-73.989225,1,rooftop,12 St Marks Pl,,"New York, NY 10003",12,St Marks Pl,,,New York,NY,New York County,10003,US,City of New York
How Ya Doin' Open Mic,Sunday,4:00 PM,5:00 PM,Eastville Comedy Club,Brooklyn,Downtown Brooklyn,"487 Atlantic Ave, Brooklyn, NY 11217",Comedy Club,Free + 1 item minimum,5,signup there 30 mins prior,Hunter Wright,@xhunterwrightx,Verified 5/13 Malev,,,,Sunday-4:00 PM-@xhunterwrightx,40.685869,-73.98165,1,rooftop,487 Atlantic Ave,,"Brooklyn, NY 11217",487,Atlantic Ave,,,Brooklyn,NY,Kings County,11217,US,City of New York
The Golden Pen,Sunday,5:00 PM,6:00 PM,Eastville Comedy Club,Brooklyn,Downtown Brooklyn,"487 Atlantic Ave, Brooklyn, NY 11217",Comedy Club,Free + 1 item minimum,5,signup there 30 mins prior,Vinnie Pedi,@vinnie_pedi,Verified 5/13 Malev,,,,Sunday-5:00 PM-@vinnie_pedi,40.685869,-73.98165,1,rooftop,487 Atlantic Ave,,"Brooklyn, NY 11217",487,Atlantic Ave,,,Brooklyn,NY,Kings County,11217,US,City of New York
No Name Mic,Sunday,6:00 PM,7:00 PM,Eastville Comedy Club,Brooklyn,Downtown Brooklyn,"487 Atlantic Ave, Brooklyn, NY 11217",Comedy Club,Free + 1 item minimum,5,sign up there,Andrew Marino and Massey Cashore,@m_c_comedy,Unverified,,,,Sunday-6:00 PM-@m_c_comedy,40.685869,-73.98165,1,rooftop,487 Atlantic Ave,,"Brooklyn, NY 11217",487,Atlantic Ave,,,Brooklyn,NY,Kings County,11217,US,City of New York
Eastville House Mic Mondays,Monday,6:00 PM,7:00 PM,Eastville Comedy Club,Brooklyn,Downtown Brooklyn,"487 Atlantic Ave, Brooklyn, NY 11217",Comedy Club,Free,,Sign up in person,,@eastvillecomedy,Unverified,,Winner gets 1/2 the lottery bucket,,Monday-6:00 PM-@eastvillecomedy,40.685869,-73.98165,1,rooftop,487 Atlantic Ave,,"Brooklyn, NY 11217",487,Atlantic Ave,,,Brooklyn,NY,Kings County,11217,US,City of New York
Ethically Ambiguous,Monday,7:00 PM,8:30 PM,Eastville Comedy Club,Brooklyn,Downtown Brooklyn,"487 Atlantic Ave, Brooklyn, NY 11217",Comedy Club,Free,5,Sign up in person,,@ethicallyambiguousmic,Verified tediously 5/13 Malev,,,,Monday-7:00 PM-@ethicallyambiguousmic,40.685869,-73.98165,1,rooftop,487 Atlantic Ave,,"Brooklyn, NY 11217",487,Atlantic Ave,,,Brooklyn,NY,Kings County,11217,US,City of New York
Take Off!,Monday,8:00 PM,9:30 PM,Eastville Comedy Club,Brooklyn,Downtown Brooklyn,"487 Atlantic Ave, Brooklyn, NY 11217",Comedy Club,Free,5,Sign up in person,,@takeoff.openmic,Unverified,,,,Monday-8:00 PM-@takeoff.openmic,40.685869,-73.98165,1,rooftop,487 Atlantic Ave,,"Brooklyn, NY 11217",487,Atlantic Ave,,,Brooklyn,NY,Kings County,11217,US,City of New York
EastVille Mic,Wednesday,6:30 PM,8:00 PM,Eastville Comedy Club,Brooklyn,Downtown Brooklyn,"487 Atlantic Ave, Brooklyn, NY 11217",Comedy Club,1 drink minimum,,https://www.laughingbuddhacomedy.com/mics,Laughing Buddha Staff,@laughingbuddhacomedy,Verified 5/8 Malev,,,,Wednesday-6:30 PM-@laughingbuddhacomedy,40.685869,-73.98165,1,rooftop,487 Atlantic Ave,,"Brooklyn, NY 11217",487,Atlantic Ave,,,Brooklyn,NY,Kings County,11217,US,City of New York
